pair_id	han_sentence	viet_sentence
HVB_002_0051	犛復弒𡡔而立其幼子蒼，尋復弒蒼，奪位，詭姓名爲胡一元，子蒼易名胡𡠁，登尚諱。稱日煠奉貢	Năm Hồng Vũ thứ 24, Hồ Quý Ly lại giết Ngung, lập con nhỏ của Ngung là An, liên đó lại giết An mà cướp ngôi đổi tên giả là Hồ Nhất Nguyên, con là Thương đổi tên là Hồ Đăng, còn giả mạo đứng tên Nhật Côn dâng lễ tiến cống.
HVB_002_0052	永樂初，季犛詐稱陳氏甥，求署國事。遣使奉貢，歸思明侵地	Đầu niên hiệu Vĩnh Lạc, Quý Ly trá xưng là cháu ngoại họ Trần, cầu xin tạm quyền trông coi việc nước, sai sứ sang dâng lễ cống và nộp trả Tư Minh là đất đã xâm lấn trước.
HVB_002_0053	上不虞其詐，許之。踰年，日煠孫天平間道	Vua Minh không ngờ Quý Ly nói dối ưng cho. Được hơn một năm, Thiên Bình cháu nội Nhật Côn đi đường tắt
HVB_002_0054	由雲南走訴京師	từ Vân Nam chạy lên kinh đô nhà Minh kể lể sự tình.
HVB_002_0055	會安南賀正旦使至上出陳天平示之使者識其故主孫也	Kịp lúc bấy giờ sứ giả An Nam sang mừng Tết Nguyên đán, vừa tới nơi vua Minh cho sứ giả gặp Trần Thiên Bình thì sứ giả biết ngay là cháu của chúa cũ mình.
HVB_002_0056	皆踐愕下拜有感泣者	Mọi người trong sứ bộ đều ngạc nhiên và thụp lạy Thiên Bình, có người cảm động đến sụt sùi khóc.
HVB_002_0057	上遣使責之	Vua Minh sai sứ sang quở trách Hồ Quý Ly.
HVB_002_0058	胡季犛詭詞謝罪請天平還其國	Quý Ly làm lời man trá đưa sang tạ tội xin đón Thiên Bình về nước.
HVB_002_0059	上道廣西都督黃中呂毅大理卿薛嵓等以兵五千送天平還	Vua Minh sai Quảng Tây Đô đốc là Hoàng Trung và Lã Nghị, Đại lí tự khanh là Tiết Nham đem quân đưa Thiên Bình về.
HVB_002_0060	既至八境季舜遣陪臣黃晦卿等迎天平	Khi về đến nước vào trong bờ cõi, Quý Ly sai bọn bồi thân là Hoàng Hối Khanh đi đón Thiên Bình.
HVB_002_0061	候禮甚恭具牛酒犒師	Lễ nghi tiếp đón rất cung kính, có đủ cả trâu bò và rượu để khao quân.
HVB_002_0062	黃中等遺騎覲之壺漿屬路無他也	Bọn Hoàng Trung sai quân kị đi do thám thấy rải rác đầy đường những người đem giỏ cơm bầu nước để đi đón không có gì khác.
HVB_002_0063	遂進渡鷄棲關	Bọn Hoàng Trung bèn tiến vượt cửa ải Kê Lăng.
HVB_002_0064	至芹站山路險峻林莽蒙密軍行不得成列	Khi đến Cần Trạm đường núi hiểm trở, rừng rú rậm rạp, quân lính không thành hàng ngũ.
HVB_002_0065	會天雨季聲乃伏兵山谷中眾數萬鼓噪出	Gặp bấy giờ trời mưa, vài vạn phục binh do Quý Ly đặt trong hang núi thình lình nổi trống hò reo đổ ra.
HVB_002_0066	斷橋後騎不得進	Cầu bị gãy, toán quân kị đi sau của nhà Minh không tiến lên được.
HVB_002_0067	遂劫天平格殺之	Quân của Hồ Quý Ly bèn cướp lấy Thiên Bình đánh chết ngay tại chỗ.
HVB_002_0068	嵐亦死	Tiết Nham cũng bị chết.
HVB_002_0069	黃中等以聞	Bọn Hoàng Trung đem việc này tâu lên vua Minh.
HVB_002_0070	上大怒決意討之命成國公朱能西平侯沐晟新成侯張輿都督柳升率裨將朱彬陳旭等分道並進	Vua Minh cả giận quyết ý cho đánh, bèn sai Thành Quốc công Chu Năng, Tây Bình hầu Mộc Thạnh, Tân Thành hầu Trương Phụ và Đô đốc Liễu Thăng đem bọn tì tướng Chu Bân và Trần Húc chia đường cùng tiến.
HVB_002_0071	尚書劉僞黃福參贊軍務	Thượng thư Lưu Tuấn và Hoàng Phúc làm Tham tán quân vụ.
HVB_002_0072	會朱能疾卒以輔代之	Bấy giờ, Chu Năng bị bệnh chết, Trương Phụ được lên thay.
HVB_002_0073	輔入安南破站隘鷄棧等關沐晟率雲南兵與輔合遂自三帶州招布江口造舟以戰破賊泉於嘉林江夜人多邪城進克東都	Phụ vào An Nam phá các cửa Trạm Ải và Kê Lăng, Mộc Thạnh thống suất quân Vân Nam, hội với Trương Phụ, bèn từ cửa sông Chiều Bố thuộc châu Tam Đái làm thuyền bè để chiến đấu: phá quân giặc ở sông Gia Lâm, đêm vào thành Đa Bang, tiến đánh lấy được Đông Đô.
HVB_002_0074	西都賊聞之焚宮室倉庫而遁	Giặc ở Tây Đô được tin ấy bèn đốt cung điện và kho tàng rồi trốn.
HVB_002_0075	於是宜江洮江等州縣皆降	Các châu huyện vùng Tuyên Giang và Thao Giang đều xuống hàng.
HVB_002_0076	輔等督舟師從賊於富良江	Bọn Phụ đốc thúc chu sư đuổi theo giặc ở sông Phú Lương.
HVB_002_0077	賊以海舟橫截江中而用剝船載木立柵以拒	Giặc dùng thuyền biển chặn ngang ở trong sông và dùng phà chở gỗ dựng kè để chống cự.
HVB_002_0078	輔乘柵未備躬督將士力戰賊不能支	Phụ nhân lúc kè chưa dựng được đầy đủ, chính mình đốc thúc tướng sĩ cố sức chiến đấu, giặc không chống nổi.
HVB_002_0079	都督柳升以舟師橫擊之賊大敗	Đô đốc Liễu Thăng đem chu sư đánh chặn ngang, giặc thua to.
HVB_002_0080	乘勝長驅得船三百艘復引兵出奇羅海口。生擒賊首季聲季保幷其子澄及黎蒼黎商黎徵偽柱國胡杜等	Nhân đà, ruổi dài, Trương Phụ lấy được chiếc thuyền, lại kéo quân ra cửa biển Kỳ La bắt sống tên đầu sỏ giặc là Quý Ly, Quý Bảo cùng các con của Quý Ly là Trừng luôn với Lê Thương, Lê Nhuế, Lê Đôn và bọn nguỵ Trụ quốc Hồ Đỗ.
HVB_002_0081	先是上敕張輔求陳氏子孫不得國中官史著老稱安南本中國地願復古郡縣齒於齊民	Trước đó, vua Minh sai Trương Phụ tìm lập con cháu họ Trần nhưng không được, các quan lại và các kì lão trong nước nói rằng An Nam vốn là đất Trung Quốc, xin lại đặt làm quận huyện như xưa, được kể là dân nhuần thấm giáo hoá của Trung Quốc.
HVB_002_0082	輔以情聞乃置交州三司以都督召毅黃中掌都指揮使司尚書黃福署掌布政案察司事前侍郎張顯宗為左布政司	Phụ đem tình hình ấy tâu lên, vua Minh bèn đặt ba ti ở Giao Châu, dùng Đô đốc Lã Nghị và Hoàng Trung giữ ti Đô chỉ huy sứ, Thượng thư Hoàng Phúc quyền giữ công việc hai ti Bố chính và Án sát, Tiền thị lang Trương Hiền Tông làm Tả Bố chính ti.
HVB_002_0083	置交州北江諒江三江太原宣化建平新安建昌奉化清化鎮蠻諒山新平乂安順化升華等十七府	Nhà Minh chia đặt 17 phủ là: Giao Châu, Bắc Giang, Lạng Giang, Tam Giang, Thái Nguyên, Tuyên Hoá, Kiến Bình, Tân An, Kiến Xương, Phụng Hoá, Thanh Hoá, Trấn Man, Lạng Sơn, Tân Bình, Nghệ An, Thuận Hoá và Thăng Hoa.
HVB_002_0084	統四十七州一百五十四縣衛一所十三市船一遴選文武諸臣為之	Lần lượt lựa chọn các bầy tôi văn võ ra làm việc cai trị.
HVB_002_0085	張輔等班師各進級爵賞賚有差	Bọn Trương Phụ kéo quân về nước, đều được thăng cấp lên tước và ban thưởng có hơn kém khác nhau.
HVB_002_0086	六年交趾餘黨誦定等復叛	Năm Vĩnh Lạc thứ 6, dư đảng ở Giao Chỉ là bọn Giản Định lại làm phản.
HVB_002_0087	上命沐晟討之	Vua Minh sai Mộc Thạnh đi đánh.
HVB_002_0088	晟與簡定戰於生蘇江敗績	Thạnh đánh nhau với Giản Định ở sông Sinh Quyết bị thua trận.
HVB_002_0089	都督呂毅尚書劉儁參政劉昱都指揮使柳宗習沒	Lã Nghị, Thượng thư Lưu Tuấn, Tham chính Lưu Dục và Đô chỉ huy sứ Liễu Tông đều bị chết trận.
HVB_002_0090	上復命張輔往征	Vua Minh lại sai Trương Phụ đi sang đánh dẹp.
HVB_002_0091	討賊黨阮煒等。推簡定為僞上皇，別立陳季犧為僞皇	Đồ đảng giặc là bọn Nguyễn Vĩ tôn Giản Định làm nguỵ Thượng hoàng, biệt lập Trần Quý Khoáng làm Nguỵ hoàng.
HVB_002_0092	輔進兵慈廉州攻倡門江粉社營棚皆破之獲賊首簡定檻送至京服罪	Trương Phụ tiến quân đến châu Từ Liêm, đánh các trại quân và luỹ ở xã Giang Địch đều phá được, bắt được kẻ đầu sỏ là Giản Định đóng cũi đưa về kinh đô nhà Minh trị tội.
HVB_002_0093	八年陳季犧請降上以爲交州布政使	Năm Vĩnh Lạc thứ 6, Trần Quý Khoáng xin hàng, vua Minh phong làm Giao Châu Bố chính sứ.
HVB_002_0094	九年張輔奏季犧外示順服中實詭詐終無悛心請討之	Năm Vĩnh Lạc thứ 7, Trương Phụ tâu với vua Minh rằng Quý Khoáng bề ngoài tuy làm ra vẻ thuận phục nhưng thực tế bên trong thì quả quyết dối trá vẫn không chừa. Vậy xin lại đánh.
HVB_002_0095	十年輔遺都指揮使師佐獲陳季擴於老撾賊黨悉平	Năm Vĩnh Lạc thứ 8, Phụ sai Đô chỉ huy sứ là Sư Tá bắt được Trần Quý Khoáng ở Lão Qua. Đồ đảng giặc đều yên hết.
HVB_002_0096	十二年八月季擴伏誅輔留鎮交趾	Tháng Tám năm Vĩnh Lạc thứ 8, Quý Khoáng bị giết, Phụ ở lại để trấn giữ Giao Chỉ.
HVB_002_0097	十五年召輔還京命豐城侯李彬鎮交趾	Năm Vĩnh Lạc thứ 9, vua Minh vời Phụ về kinh đô, sai Phong Thành hầu Lý Bân trấn giữ Giao Chỉ.
HVB_002_0098	御史黃宗羲言交趾新入版圖勞來尤宜得人今州府縣多歲貢生乞仕遠方遂授以職既無太學教養之秦又非諸司歷試之才以故牧民者不知撫字理刑者不諳法律宜令御史二司嚴覈上狀黜陟從之	Ngự sử Hoàng Tông Tái nói với vua Minh rằng: Giao Chỉ mới thu được vào bản đồ, nên dùng hạng người tốt làm việc cai trị để vỗ về cho người ta theo mình. Hay ở các châu, các phủ và các huyện có nhiều hạng thế Cống sinh xin đi làm quan thì trao ngay chức quan ở phương xa. Họ đã không được bồi dưỡng sẵn sàng ở nhà Thái học lại không phải bậc tài năng đã trải qua mọi sự thử thách ở các ti. Vì cớ đó, kẻ chăn dân thì không biết vỗ về săn sóc, người hình ngục thì không am hiểu pháp luật. Vậy nên hạ lệnh cho hai ti Ngự sử nghiêm khắc sát hạch rồi dâng bản trạng lên để bề trên căn cứ vào đó mà định sự thăng chức hay bãi truất. Vua Minh nghe theo.
HVB_002_0099	十六年正月交趾清華府俄樂縣士官巡檢黎利復叛	Tháng Giêng năm Vĩnh Lạc thứ 10, Lê Lợi, Tuần kiểm thổ quan ở huyện Nga Lạc, phủ Thanh Hoa thuộc Giao Chỉ lại làm phản.
HVB_002_0100	黎利季擬餘黨也	Lê Lợi là dư đảng của Quý Khoáng.
HVB_002_0101	先是上因給事馮貴奏賦安南金珠命中官馬驟鎮守擢貴參知	Trước đó, vua Minh theo lời Cấp sự Phùng Quý tâu bày về việc bắt An Nam nộp vàng và ngọc trai, bèn sai Trung quan Mã Kỳ sang trấn thủ và thăng phong Quý lên chức Tham tri.
HVB_002_0102	時官吏貪其財物交州人不勝誅求靡有向志	Bấy giờ quan lại nhà Minh tham lam của cải và vật báu, làm cho người Giao Châu không sao chịu nổi những sự hạch sách và nhũng nhiễu, chẳng ai còn có ý hướng theo triều đình nữa.
HVB_002_0103	馬騏尤為不法	Nhất là Mã Kỳ càng làm nhiều điều trái phép.
HVB_002_0104	土官州縣不勝其毒	Các quan châu huyện người bản thổ lại càng gieo tai rắc độc không xiết kể!
HVB_002_0105	反者四起而黎利爲劇	Do đó, những người làm phản nổi dậy tứ tung, Lê Lợi lại càng kịch liệt hơn cả.
HVB_002_0106	馮貴有土兵二千人驍勇喜戰	Phùng Quý có lính thổ kiêu hùng can đảm và hiếu chiến.
HVB_002_0107	馬戰疾之盡奪其兵	Mã Kỳ ghét Quý bèn cướp đoạt hết số binh lính ấy.
HVB_002_0108	賞與參知侯保俱力戰死	Phùng Quý và Tham tri Hầu Bảo đều cố sức chiến đấu mà chết.
HVB_002_0109	李彬分兵剿掠時有輸獲然反者愈多終不能制也	Lý Bân chia quân đi càn quét cướp bóc thỉnh thoảng vẫn bắt được giặc, nhưng kẻ làm phản lại càng nhiều lên, cuối cùng, càng bùng to.
HVB_002_0110	無何彬卒利賊益張都督方政敗績指揮玉雲陳忠死之	Đô đốc Phương Chính bị thua, Chỉ huy Ngọc Vân và Trần Trung chết trận.
HVB_002_0111	仁宗即位遷中官山壽訪黎利授以清華知府命都督方政榮昌伯陳智鎮守交趾	Minh Nhân Tông lên ngôi, sai Trung quan Sơn Thọ chiêu dụ Lê Lợi bằng cách bổ làm Tri phủ Thanh Hoa, lại ra lệnh cho Đô đốc Phương Chính và Vinh Xương bá Trần Trí trấn giữ Giao Chỉ.
HVB_002_0112	利不受日肆使掠	Lợi không chịu, ngày càng làm rông rỡ cướp bóc.
HVB_002_0113	智政素不相能。山毒擁兵觀望	Trần Trí và Phương Chính vốn không ưa nhau, Sơn Thọ thì cầm binh quyên nghe ngóng.
HVB_002_0114	宣德元年。智等進兵至茶龍州。敗績。知府岑彭死之	Năm Tuyên Đức thứ 2, bọn Trí tiến quân đến châu Trà Long bị thua trận, Tri phủ Cầm Bành bị chết.
HVB_002_0115	上命成山侯王通都督馬瑛往征交趾尙書陳治參贊軍務	Vua Minh sai Thành Sơn hầu Vương Thống và Đô đốc Mã Anh đi đánh Giao Chỉ, Thượng thư Trần Hiệp làm Tham tán quân vụ.
HVB_002_0116	治言夷地險要宜遙斥堠以覘賊勢	Hiệp nói: Đất Man Di hiểm yếu, nên đặt quân do thám từ xa để nghe ngóng thăm dò tình hình giặc.
HVB_002_0117	通不聰	Vương Thông không nghe.
HVB_002_0118	至寧橋遏伏兵遂敗	Khi đến Ninh Kiều, gặp quân phục, bọn Thông bị bại trận.
HVB_002_0119	陳治死之	Trần Hiệp bị chết.
HVB_002_0120	指揮李臘等俱陷於賊	Bọn Chỉ huy Lý Đằng đều bị giặc đánh phá.
HVB_002_0121	通秦利猖獗	Vương Thông tấu với vua Minh rằng Lê Lợi đang rông rỡ tung hoành.
HVB_002_0122	復命安遠伏柳升保定伯梁銘都督崔聚由廣西賜國公沐晟與官伯徐享新宗伯譚忠由雲南會兵討賊	Vua Minh lại sai An Viễn hầu Liễu Thăng, Bảo Định bá Lương Minh và Đô đốc Thôi Tụ do đường Quảng Tây, Kiểm Quốc công Mộc Thạnh, Hưng Quan bá Từ Hanh và Tân Ninh bá Đàm Trung do đường Vân Nam cùng nhau hội binh để đánh giặc.
HVB_002_0123	命尙書李庭參贊戎務	Lại sai Thượng thư Lý Khánh làm Tham tán quân vụ.
HVB_002_0124	先是仁宗郎位召黃福還京以陳治代之	Trước đó, khi Nhân Tông lên ngôi đã vời Hoàng Phúc về kinh đô nhà Minh, dùng Trần Hiệp sang thay.
HVB_002_0125	至是仍命福掌交趾三司事	Đến đây, lại ra lệnh cho Hoàng Phúc vẫn cứ giữ công việc ba ti ở Giao Châu.
HVB_002_0126	二年黎利陷昌江城	Năm Tuyên Đức thứ 2, Lê Lợi đánh phá thành Xương Giang.
HVB_002_0127	都指揮李任指揮劉順知府劉公輔中官馮智死之	Đô Chỉ huy Lý Nhậm, Chỉ huy Lưu Thuận, Tri phủ Lưu Công Phụ và Trung quan Phùng Trí đều tử tiết.
HVB_002_0128	利攻交趾城	Lê Lợi đánh thành Giao Chỉ.
HVB_002_0129	通等按兵不出	Bọn Vương Thông đóng binh ở yên trong thành, không ra.
HVB_002_0130	利致害與通請和	Lợi gửi thư cho Thông xin hoà.
HVB_002_0131	通自寧橘之敗氣大沮喪遂許以清華等州地	Thông, từ sau trận thua ở Ninh Kiều, quá đỗi ngã lòng rún chí, bèn hứa cho Lê Lợi phần đất các châu thuộc Thanh Hoa.
HVB_002_0132	按察使楊時習怒曰奉命討賊乃與賊和而擅棄地何以逃罪	Án sát sứ Dương Thì Tập nổi giận, nói: Vâng lệnh vua đi đánh giặc, nay lại giảng hoà với giặc, tự tiện bỏ đất không giữ thì còn trốn tội vào đâu?
HVB_002_0133	通厲聲叱曰非常之事惟非常之人能之汝何所知	Thông lớn tiếng quát: Những việc phi thường chỉ có hạng người phi thường mới làm nổi. Mày thì biết gì.
